B02_BLUE,B03_GREEN,B04_RED,B05_RE1,B06_RE2,B07_RE3,B08_NIR1,B8A_NIR2,B09_WV,B11_SWI1,B12_SWI2,class,sample_id,date
0.826476091110287,1.0372748442925037,0.20823042896183663,0.9939228090269151,0.8265656573330953,0.7524417546092959,0.9990007979850415,0.8097291714289153,0.5260461747409155,0.7927336051149451,0.5866243047239241,Fagus sylvatica,98,2018.09.18
-0.6081010123956632,-0.7561813572724139,-0.7205542334598954,-0.7102760568785593,0.8222550574803479,1.1044749709141617,1.2646825901713186,0.936762071925643,0.8804551535886068,0.4242936763509887,-0.062054156909288546,Quercus spp,633,2018.07.02
-0.7650078830916263,-0.6227148492489781,-0.7761225465962385,-0.28959220584899653,-0.07147597865589629,-0.07657473934321102,-0.6286819058688201,-0.3940100066650803,0.7370594154364162,-0.4281324310259758,-0.3920835496700458,Fraxinus excelsior,694,2018.09.30
-1.0564063572412723,-0.7228147302665549,-0.6888009116676994,-0.3883241300702204,-0.025496246893259824,0.048375321999565395,0.25590613018434166,0.16329562132056513,-0.1069935473455862,0.04277304005695062,-0.2175852500494155,Quercus spp,628,2018.09.28
-0.12617276668663296,-0.497589997977007,-0.3156993806093968,-0.30247028292133016,-0.130387509976774,0.037510099274106576,-0.158394595562076,0.011675707824470645,-0.15012885069218002,0.16921987951440312,-0.1265426589429995,Carpinus betulus,952,2018.09.13
-1.2357284951795162,-1.0564810003251441,-0.7999375379403855,-0.4741779772191108,-0.08728151144930239,0.04620227745447327,0.07776699749239295,0.13973306719617237,0.2579078025864119,0.09509587017727608,-0.11516233505469771,Fagus sylvatica,314,2018.09.28
2.6309051041138645,1.7212906979126117,4.177395652986333,1.8481685881583745,-0.8617526183262085,-1.017503027367944,-0.7172425032642461,-0.8201848986541029,-1.1434066466732105,2.377679334176462,3.8945051149236973,Quercus spp,616,2018.04.08
-0.28307963738259645,-0.8896478652958494,-0.37126769374573965,-0.8991545206061182,-0.9925074805262055,-0.925148634201544,-0.946278531011037,-0.9748781887751184,-1.1632255698324565,-1.3786638448785498,-0.9459259789007419,Picea abies,830,2018.04.08
-0.45119414169969974,-0.7895479842782726,-0.6094176071872096,-0.6115441326573355,-0.47092489834379947,-0.4753284133675494,-0.5095831714404889,-0.5128472361620191,0.5994927723310618,-0.5327780912666261,-0.4527786104076562,Larix decidua,1097,2018.08.29
-0.5744781115322424,-0.4642233709711483,-0.6729242507716015,-0.5857879785126683,0.6656365961638675,0.799162212328769,0.9450500892269083,0.7298213791809732,1.4062395268133068,0.4242936763509887,0.00622778642052315,Quercus spp,459,2018.07.02
-0.798630783955047,-0.35578183320210655,-0.5538492940508665,-0.019152587329991484,0.5952301319023311,0.9034683504931735,0.732301067897667,0.8670988684274376,0.3966402647011335,0.7883733692715845,0.7156013087913465,Fagus sylvatica,121,2018.09.28
1.0954592980176525,1.0456165010439686,0.3114287247864737,0.5260193420654621,1.3107897074583594,1.371759449960448,0.95421153033678,1.2994205136663017,1.2756677977641575,0.9780436284577629,0.5524833330590183,Fraxinus excelsior,743,2018.08.21
1.7342944144226458,0.37828396092679006,2.07373808425335,0.5260193420654621,-1.5385167952075123,-1.5792350422741643,-1.37177657366952,-1.4430558946380594,-1.7228186943288113,0.5943428742420456,1.9067418757669532,Fagus sylvatica,322,2018.04.08
0.6471539531720432,0.01959272061380616,0.97031015197454,-0.246665282274551,-1.1419416087547736,-1.2217692146065693,-1.170224869252344,-1.256604379392862,-1.544448385895598,-0.45429384608613854,0.1883129686333547,Pinus nigra,1256,2018.04.08
-0.5856857451533825,0.5451170959560843,-0.7284925639079444,0.37577510955490434,1.851051555669336,1.6086213053754503,1.8886785235436871,1.5647553622844679,1.5519669029842327,0.5005978036097963,0.14658511437624783,Quercus spp,635,2018.05.06
-0.17100330117119403,-0.02211556314351754,-0.3236377110574457,-0.03632335675977006,1.8596727553748302,2.202948988458047,2.2500464784330685,2.147672462144454,2.169850977948958,1.1895150668607442,0.533516126578515,Acer pseudoplatanus,8,2018.07.02
-0.24945673651917558,-0.781206327526808,-0.40302101553793573,-1.0665695225464547,-1.2267167391921345,-1.1870005018851013,-1.0429826316152377,-1.1603052451453424,-0.9137403018278315,-1.0320250953313956,-0.7676342379840109,Larix decidua,1107,2018.09.18
